'gaitist,2.8332133441
'gan,2.8332133441
'get,2.1400661635
'gins,2.1400661635
'given,2.8332133441
'go,1.4469189829
'gobbo,2.8332133441
'god,2.1400661635
'good,1.2237754316
'good',2.8332133441
'great,2.1400661635
'gree,2.8332133441
'greed,1.7346010554
'green,2.8332133441
'ha,2.8332133441
'had',2.8332133441
'hang,1.7346010554
'hath,2.8332133441
'have,2.8332133441
'havior,2.8332133441
'he,1.2237754316
'hell,2.8332133441
'hem,2.8332133441
'hem',2.8332133441
'her,2.8332133441
'her',2.8332133441
'here,1.7346010554
'here's,2.8332133441
'hereafter',2.8332133441
'hero,2.8332133441
'hey,2.8332133441
'hic,2.1400661635
'his,2.1400661635
'hobby,2.8332133441
'hold,2.8332133441
'holla',2.8332133441
'honest,2.8332133441
'honi,2.8332133441
'honour',2.8332133441
'horn,2.8332133441
'horum:',2.8332133441
'how,2.1400661635
'hundred,2.8332133441
'i,0.7537718024
'i'll,2.8332133441
'if,1.2237754316
'ild,2.8332133441
'imprimis,2.8332133441
'imprimis:,2.8332133441
'in,1.7346010554
'inestimable,2.8332133441
'is,2.8332133441
'is',2.8332133441
'is:',2.8332133441
'it,2.1400661635
'item,2.8332133441
'item:,2.8332133441
'jack,2.8332133441
'jump,2.8332133441
'jupiter,2.8332133441
'just,2.8332133441
'justice,2.8332133441
'keep,2.8332133441
'kind,2.8332133441
'knave',2.8332133441
'knocking,2.8332133441
'lack,2.8332133441
'ladies,2.8332133441
'lady',2.8332133441
'lapis,2.8332133441
'lapis:',2.8332133441
'larum,2.8332133441
'larums,2.8332133441
'launcelot,2.8332133441
'leges,2.8332133441
'let,1.7346010554
'leven,2.8332133441
'light,2.1400661635
'little',2.8332133441
'live,2.8332133441
'lo,2.1400661635
'long,2.1400661635
'longeth,2.8332133441
'longing,2.8332133441
'longs,2.1400661635
'loo,2.8332133441
'lord,2.8332133441
'lord',2.8332133441
'lord:',2.8332133441
'lordship:',2.8332133441
'love,1.7346010554
'love',2.8332133441
'low',2.8332133441
'lux,2.8332133441
'm,2.8332133441
'madam,2.1400661635
'many,2.8332133441
'many',2.8332133441
'marry,2.8332133441
'may,2.8332133441
'me,2.1400661635
'mercy,2.8332133441
'mere,2.8332133441
'mollis,2.8332133441
'mong,2.1400661635
'mongst,1.0414538748
'most,2.8332133441
'mother,2.8332133441
'mulier',2.8332133441
'mulier:',2.8332133441
'mum,2.8332133441
'mum',2.8332133441
'mum;',2.8332133441
'my,1.0414538748
'nay,2.1400661635
'nearest,2.8332133441
'never,2.1400661635
'ninus',2.8332133441
'no,0.7537718024
'no',2.1400661635
'no;,2.8332133441
'noddy',2.8332133441
'nointed,2.1400661635
'not,2.8332133441
'not',2.8332133441
'now,2.8332133441
'o,1.0414538748
'od's,1.7346010554
'odours,2.8332133441
'ods,2.8332133441
'old,2.8332133441
'olivia,2.8332133441
'oman,2.8332133441
'oman:,2.8332133441
'omans,2.8332133441
'on,2.8332133441
'once',2.8332133441
'one,2.1400661635
'only',2.8332133441
'ords,2.8332133441
'our,2.1400661635
'out,2.1400661635
'overcame:,2.8332133441
'paragon:',2.8332133441
'paritors:,2.8332133441
'past,2.8332133441
'peer,2.8332133441
'piu,2.8332133441
'plain,2.8332133441
'please,2.8332133441
'pless,2.8332133441
'pluck't,2.8332133441
'poetical',2.8332133441
'point,2.8332133441
'pointed,2.8332133441
'poor,2.1400661635
'pothecary,2.8332133441
'pourquoi',2.8332133441
'pregnant',2.8332133441
'prentice,2.8332133441
'priami,2.8332133441
'prince,2.8332133441
'proteus',2.8332133441
'putter',2.8332133441
'quaes,2.8332133441
'quies,2.8332133441
'quod,2.8332133441
'quods,2.8332133441
'rain,2.8332133441
'rato,2.8332133441
'redime,2.8332133441
'regia,2.8332133441
'remember,1.7346010554
'resolutely:',2.8332133441
'respice,2.8332133441
'rested,2.8332133441
'rests,2.8332133441
'right,2.8332133441
'rosalind',2.8332133441
's,1.0414538748
's;,2.8332133441
'save,2.1400661635
'saving,2.8332133441
'saw',2.8332133441
'scape,0.5306282511
'scape:,2.8332133441
'scape;,2.8332133441
'scaped,1.7346010554
'scapes,2.8332133441
'school,2.8332133441
'scorn,2.8332133441
'scuse,2.8332133441
'seese',2.8332133441
'sfoot,2.8332133441
'shall,2.1400661635
'she,1.4469189829
'she's,2.8332133441
'shrew,2.1400661635
'shylock,2.8332133441
'sic,2.8332133441
'sicilia,2.8332133441
'sigeia,2.8332133441
'silvia,2.8332133441
'simois,2.8332133441
'sir,2.1400661635
'sirrah,2.8332133441
'slid,2.1400661635
'slight,2.8332133441
'so,1.7346010554
'some,2.8332133441
'sorted,2.8332133441
'spare,2.8332133441
'stand,2.8332133441
'stay:,2.8332133441
'steal,2.1400661635
'stoned,2.8332133441
'supposed,2.8332133441
'sweep,2.8332133441
'sweet',2.8332133441
't,0.4353180713
't:,2.1400661635
't;,2.1400661635
'tailor',2.8332133441
'take,2.8332133441
'tell,2.8332133441
'thank,2.8332133441
'thanks,2.1400661635
'that,1.4469189829
'that',2.8332133441
'that's,2.8332133441
'the,0.3483066943
'then',2.1400661635
'there,2.1400661635
'this,1.7346010554
'thisne,2.8332133441
'those,2.8332133441
'thou,1.7346010554
'thought,2.8332133441
'three,2.1400661635
'thrice,2.8332133441
'thus,1.4469189829
'thy,2.8332133441
'tide,2.8332133441
'till,2.8332133441
'tis,0.0000000000
'tis:,2.1400661635
'tis;,1.0414538748
'to,1.4469189829
'too,2.8332133441
'troilus',2.8332133441
'true,2.8332133441
'twas,0.1251631430
'tween,2.1400661635
'twere,0.0606246218
'twill,0.1941560144
'twixt,0.5306282511
'two,1.7346010554
'twould,0.7537718024
'unjust',2.8332133441
'veal',2.8332133441
'verily,2.8332133441
'verily',2.8332133441
'via,2.1400661635
'virgin,2.8332133441
'vouchsafed:',2.8332133441
'ware,2.8332133441
'was',2.8332133441
'we,1.4469189829
'wear,2.8332133441
'welcome,2.1400661635
'welcome',2.8332133441
'well,2.1400661635
'what,1.4469189829
'what's,2.8332133441
'whatsoever,2.8332133441
'when,1.7346010554
'where,2.8332133441
'which,2.1400661635
'whip,2.8332133441
'who,1.7346010554
'whoop,2.8332133441
'why,2.1400661635
'why',2.8332133441
'widow,2.8332133441
'widower,2.8332133441
'will,1.7346010554
'will't,2.8332133441
'wilt,2.8332133441
'wit,2.8332133441
'with,2.1400661635
'woe,2.8332133441
'wonder,2.8332133441
'word,2.8332133441
'worthy,2.8332133441
'would,2.8332133441
'yea,2.8332133441
'years',2.8332133441
'yet,2.8332133441
'you,1.2237754316
'your,2.1400661635
'youth,2.8332133441
(a,2.1400661635
(arragon:),2.8332133441
(bawd:),2.8332133441
(boatswain:),2.8332133441
(boy:),2.8332133441
(captain:),2.1400661635
(clerk:),2.8332133441
(clown:),2.8332133441
(countess:),2.8332133441
(daughter:),2.8332133441
(duke,1.7346010554
(duke:),1.7346010554
(falstaff:),2.8332133441
(first,0.3483066943
(forester:),2.8332133441
(fourth,2.8332133441
(frenchman:),2.8332133441
(friar,2.8332133441
(gaoler:),2.1400661635
(gentleman:),2.1400661635
(gobbo:),2.8332133441
(haberdasher:),2.8332133441
(host:),2.1400661635
(hostess:),2.8332133441
(hymen:),2.8332133441
(jaques,2.8332133441
(jupiter:),2.8332133441
(king:),2.8332133441
(lady:),2.8332133441
(launcelot:),2.8332133441
(lord:),1.7346010554
(mariner:),2.8332133441
(mariners:),2.8332133441
(marshal:),2.8332133441
(master:),2.8332133441
(messenger:),1.2237754316
(morocco:),2.8332133441
(mother:),2.8332133441
(officer:),2.1400661635
(page:),2.1400661635
(pandar:),2.8332133441
(priest:),2.8332133441
(princess:),2.8332133441
(second,0.4353180713
(servant:),0.8873031950
(shepherd:),2.8332133441
(sicilius,2.8332133441
(sir,2.8332133441
(sly:),2.8332133441
(soothsayer:),2.8332133441
(tailor:),2.8332133441
(third,1.4469189829
(watchman:),2.8332133441
(widow:),2.8332133441
:,2.8332133441
[,1.2237754316
[a,1.0414538748
[above],2.8332133441
[advancing],1.2237754316
[aeneas,2.8332133441
[air],2.8332133441
[ajax,2.8332133441
[alarum,2.1400661635
[alarum],2.8332133441
[alarums:,2.8332133441
[all,1.4469189829
[alonso,2.8332133441
[aloud],2.1400661635
[and,2.8332133441
[antenor,2.8332133441
[approaching,2.8332133441
[ariel,2.8332133441
[as,2.8332133441
[ascends],2.8332133441
[aside,0.6359887667
[aside],0.1251631430
[awaking],2.1400661635
[beating,1.7346010554
[beats,2.1400661635
[before,2.8332133441
[bertram,2.8332133441
[biron,2.8332133441
[boy,2.8332133441
[burthen,2.8332133441
[caliban,2.8332133441
[camillo,2.8332133441
[catch,2.8332133441
[clock,1.7346010554
[coming,2.1400661635
[converses,2.8332133441
[cornets,2.8332133441
[cry,2.8332133441
[curio,2.8332133441
[cymbeline,2.8332133441
[dance,2.8332133441
[dance],2.8332133441
[diana,2.8332133441
[dies],2.8332133441
[disappears],2.8332133441
[discovering,2.8332133441
[dispersedly,2.8332133441
[drawing,1.7346010554
[draws,2.1400661635
[drinks,2.8332133441
[drinks],2.8332133441
[drum,2.8332133441
[during,2.8332133441
[embracing,2.1400661635
[enter,0.0000000000
[exeunt,0.0000000000
[exeunt],0.0000000000
[exit,0.0000000000
[exit],0.0000000000
[faints],2.8332133441
[falls,2.1400661635
[falstaff,2.8332133441
[first,2.8332133441
[flies,2.8332133441
[florizel,2.8332133441
[flourish,1.4469189829
[flourish],2.1400661635
[follows,2.8332133441
[forces,2.8332133441
[friar,2.8332133441
[from,2.8332133441
[gathering,2.8332133441
[gets,2.8332133441
[gives,2.1400661635
[giving,0.8873031950
[goes,2.8332133441
[great,2.8332133441
[gremio,2.8332133441
[grovelling,2.8332133441
[guards,2.8332133441
[he,1.4469189829
[hector,2.8332133441
[helenus,2.8332133441
[here,2.1400661635
[hermione,2.8332133441
[hero,2.8332133441
[holofernes,2.8332133441
[horns,2.1400661635
[imogen,2.8332133441
[isabella,2.8332133441
[juno,2.8332133441
[jupiter,2.8332133441
[kisses,2.8332133441
[kissing,2.8332133441
[kneeling],1.2237754316
[kneels,2.8332133441
[kneels],2.8332133441
[knocking,2.1400661635
[knocks],1.7346010554
[laying,2.8332133441
[lays,2.8332133441
[leonine,2.8332133441
[lies,2.1400661635
[locking,2.8332133441
[looking,2.8332133441
[mariana,2.8332133441
[marina,2.8332133441
[miranda,2.8332133441
[mistress,2.8332133441
[moth,2.8332133441
[music,0.8873031950
[music],1.0414538748
[noise,2.8332133441
[offering,2.8332133441
[opening,2.1400661635
[paris,2.8332133441
[paulina,2.8332133441
[pausing],2.8332133441
[pedant,2.8332133441
[pericles,2.8332133441
[picking,2.8332133441
[pointing,2.8332133441
[presenting,1.7346010554
[presents,2.8332133441
[prospero,2.8332133441
[pulling,2.1400661635
[pulls,2.8332133441
[puts,2.8332133441
[putting,2.8332133441
[re,0.0606246218
[reading,2.8332133441
[reading],2.8332133441
[reads,2.8332133441
[reads],0.3483066943
[resumes,2.8332133441
[retiring],2.8332133441
[roaring],2.8332133441
[rosalind,2.8332133441
[seeing,1.7346010554
[sennet,2.8332133441
[she,2.1400661635
[sheathes,2.8332133441
[shout,2.1400661635
[showing,2.8332133441
[shows,2.8332133441
[shuts,2.8332133441
[singing],1.4469189829
[sings,2.8332133441
[sings],0.7537718024
[sir,2.8332133441
[sleeps,2.8332133441
[sleeps],1.7346010554
[soft,2.8332133441
[solemn,2.1400661635
[some,2.8332133441
[song,2.8332133441
[song],2.1400661635
[squeezing,2.8332133441
[stabs,2.8332133441
[stands,2.8332133441
[starting,2.8332133441
[steps,2.8332133441
[still,2.8332133441
[strikes,2.8332133441
[striking,2.1400661635
[subscribes],2.8332133441
[swallows,2.8332133441
[swoons],2.8332133441
[takes,1.7346010554
[taking,2.1400661635
[tearing,2.8332133441
[tears,2.8332133441
[the,0.8873031950
[they,0.5306282511
[thisbe,2.8332133441
[throws,2.1400661635
[thunder,2.8332133441
[thunder],2.8332133441
[to,0.0606246218
[troilus,2.8332133441
[trumpet,2.8332133441
[trumpets,1.7346010554
[tucket],2.8332133441
[unblinding,2.8332133441
[unmasking],2.8332133441
[unmuffles,2.8332133441
[unveiling],2.1400661635
[waking],2.8332133441
[walks,2.8332133441
[wall,2.8332133441
[whispering],2.8332133441
[whispers,2.8332133441
[whispers],2.8332133441
[withdraws],2.8332133441
[within],1.0414538748
[writes],2.8332133441
],1.2237754316
a,0.0000000000
a',0.6359887667
a'leven,2.8332133441
a:,2.8332133441
abandon,2.8332133441
abandon'd,1.4469189829
abandoned,2.8332133441
abash'd,2.8332133441
abate,1.2237754316
abatement,2.8332133441
abatement:,2.8332133441
abates,2.8332133441
abbess,2.8332133441
abbess],2.8332133441
abbey,2.1400661635
abbominable:,2.8332133441
abbreviated,2.8332133441
abed,1.7346010554
abetting,2.8332133441
abhominable,2.8332133441
abhor,1.0414538748
abhor;,2.8332133441
abhorr'd,1.2237754316
abhorred,1.7346010554
abhors,2.1400661635
abhorson,2.8332133441
abhorson],2.8332133441
abide,0.6359887667
abides,2.1400661635
abilities,2.8332133441
ability,1.2237754316
ability's,2.8332133441
abject,1.4469189829
abjure,2.1400661635
abjured,2.8332133441
abjured:,2.8332133441
able,0.3483066943
able:,2.8332133441
aboard,0.8873031950
aboard:,2.1400661635
aboard;,1.7346010554
abode,2.1400661635
abode;,2.1400661635
abominable,1.0414538748
abortive,2.8332133441
abound,2.8332133441
abound:,2.8332133441
about,0.0000000000
about;,1.2237754316
above,0.0606246218
above:,2.8332133441
above;,2.8332133441
above],1.4469189829
abraham,2.8332133441
abram,2.8332133441
abreast:,2.8332133441
abridge,2.8332133441
abridged,2.8332133441
abridgement,2.1400661635
abroad,0.7537718024
abroad:,1.7346010554
abroad;,2.8332133441
abrogate,2.8332133441
abruption,2.8332133441
abruptly,2.8332133441
absence,0.2682639866
absence;,2.1400661635
absent,0.7537718024
absent:,2.1400661635
absent;,2.8332133441
absolute,1.2237754316
absolutely,2.8332133441
abstemious,2.8332133441
abstinence,2.1400661635
abstract,2.1400661635
abundance,1.4469189829
abundant,2.8332133441
abuse,0.7537718024
abused,0.5306282511
abused:,1.7346010554
abused;,2.8332133441
abuses,2.1400661635
abusing,2.8332133441
abuts,2.8332133441
aby,2.8332133441
abysm,2.8332133441
academe,2.8332133441
academes,2.8332133441
accent,1.2237754316
accent:,2.8332133441
accept,1.2237754316
accept;,2.8332133441
acceptance,2.8332133441
acceptance;,2.8332133441
accepted,2.1400661635
access,0.8873031950
accessary;,2.8332133441
accessible,2.8332133441
accidence,2.8332133441
accident,0.7537718024
accident;,2.8332133441
accidental,2.8332133441
accidentally,2.1400661635
accidents,1.7346010554
accidents;,2.8332133441
accommodated,2.8332133441
accommodations,2.8332133441
accompany,1.7346010554
accomplish'd:,2.8332133441
accomplish'd;,2.8332133441
accomplished,1.4469189829
accomplished:,2.8332133441
accomplished;,2.8332133441
accompt,2.1400661635
accord,1.4469189829
accordant,2.8332133441
according,0.4353180713
accordingly,1.4469189829
accords,2.1400661635
accost,2.8332133441
accosted,2.8332133441
accosting,2.8332133441
account,1.0414538748
account'st,2.8332133441
account;,2.8332133441
accountant,2.8332133441
accounted,1.7346010554
accounts,2.8332133441
accoutred,2.8332133441
accoutrement,2.8332133441
accoutrements,2.1400661635
accursed,2.1400661635
accurst,2.8332133441
accurst:,2.8332133441
accusation,1.7346010554
accusation;,2.1400661635
accusative,2.8332133441
accusativo,2.8332133441
accuse,0.8873031950
accused,1.2237754316
accuser,2.8332133441
accusers,2.8332133441
accuses,2.8332133441
accusing,2.8332133441
accustom'd,2.8332133441
accustomed,2.8332133441
ace,1.4469189829
ache,1.4469189829
ache:,2.1400661635
acheron,2.8332133441
aches,2.8332133441
achieve,2.1400661635
achieved,1.4469189829
achievement,2.8332133441
achievements,2.8332133441
achiever,2.8332133441
achieves,2.8332133441
achilles,2.8332133441
achilles',2.8332133441
achilles:,2.1400661635
achilles;,2.8332133441
achilles],2.8332133441
aching,2.8332133441
acknowledge,0.8873031950
acknowledge;,2.8332133441
acknowledged:,2.8332133441
acordo,2.8332133441
acorn,1.7346010554
acorn'd,2.8332133441
acquaint,1.2237754316
acquaintance,0.4353180713
acquaintance:,2.8332133441
acquainted,0.3483066943
acquaints,2.8332133441
acquired,2.8332133441
acquired;,2.8332133441
acquisition,2.8332133441
acquit,1.7346010554
acquittance,2.8332133441
acquittances,2.8332133441
acquitted,2.8332133441
acre,2.1400661635
acres,2.1400661635
across,1.7346010554
across:,2.8332133441
act,0.0000000000
act:,2.8332133441
act;,1.7346010554
actaeon,2.8332133441
actaeon;,2.8332133441
acted,2.1400661635
acting,2.1400661635
action,0.1251631430
action:,2.8332133441
action;,2.8332133441
actions,0.7537718024
active,2.1400661635
activity,2.8332133441
actor,1.4469189829
actor's,2.8332133441
actors,1.7346010554
acts,1.0414538748
acute,2.8332133441
acutely,2.8332133441
ad,2.1400661635
adam,1.2237754316
adam's,2.8332133441
adam],2.8332133441
adamant,2.8332133441
adamant;,2.8332133441
add,0.4353180713
added,1.0414538748
adder,1.7346010554
adders,2.1400661635
adders',2.8332133441
addicted,2.8332133441
adding,2.8332133441
addition,1.2237754316
additions,2.1400661635
additions;,2.8332133441
addle,2.8332133441
address,1.0414538748
address'd,1.2237754316
addrest,2.8332133441
adds,1.7346010554
adhere,2.8332133441
adheres,2.1400661635
adieu,0.1251631430
adieu:,1.2237754316
adieu;,1.4469189829
adieus,2.8332133441
adjoining,2.8332133441
adjourn'd,2.8332133441
adjudged,2.1400661635
adjunct,2.8332133441
admirable,1.0414538748
admirable:,2.8332133441
admiration,2.1400661635
admiration:,2.8332133441
admiration;,2.8332133441
admire,1.7346010554
admire:,2.8332133441
admired,1.0414538748
admiring,2.1400661635
admiringly,2.8332133441
admission,2.8332133441
admit,1.2237754316
admit;,2.8332133441
admits,2.1400661635
admittance,1.7346010554
admittance;,2.8332133441
admitted,2.1400661635
admitted;,2.8332133441
admonishment,2.8332133441
admonition,2.8332133441
ado,0.8873031950
adonis,2.8332133441
adopted,2.8332133441
adoptedly;,2.8332133441
adoption,1.7346010554
adoptious,2.8332133441
adoration,2.8332133441
adorations,2.8332133441
adore,1.0414538748
adore;,2.8332133441
adored,1.7346010554
adorer,2.8332133441
adores,2.8332133441
adorn'd,2.8332133441
adornment,2.8332133441
adorns,2.8332133441
adown,2.8332133441
adramadio,2.8332133441
adrian,2.8332133441
adriana,2.8332133441
adriano,2.8332133441
adriatic,2.8332133441
adulterate,2.8332133441
adulteress,2.8332133441
adulteress;,2.8332133441
adulteries,2.8332133441
adulterous,2.8332133441
adultery,1.7346010554
advance,1.0414538748
advanced,1.2237754316
advanced:,2.8332133441
advancement,2.1400661635
advantage,0.4353180713
advantage:,2.8332133441
advantaged,2.8332133441
advantageous,2.1400661635
advantages:,2.8332133441
adventure,1.0414538748
adventured,2.8332133441
adventures,2.1400661635
adventuring,2.8332133441
adventurous,2.8332133441
adversaries,2.1400661635
adversary,2.1400661635
adversary's,2.8332133441
adverse,1.2237754316
adversity,1.7346010554
adversity;,2.8332133441
advertise;,2.8332133441
advertised,2.8332133441
advertisement,2.1400661635
advertising,2.8332133441
advice,0.6359887667
advice:,2.8332133441
advice;,2.1400661635
advise,0.6359887667
advised,0.7537718024
advised:,2.8332133441
advisedly,2.8332133441
advises,2.8332133441
advisings:,2.8332133441
advocate,1.7346010554
advocate's,2.8332133441
advocate:,2.8332133441
advocate;,2.8332133441
aeacides,2.8332133441
aegeon,2.8332133441
aegle,2.8332133441
aemelia,2.8332133441
aemilia,2.8332133441
aemilia:,2.8332133441
aemilia],2.8332133441
aeneas,2.1400661635
aeneas',2.8332133441
aeneas:,2.8332133441
aeneas;,2.8332133441
aeneas],2.8332133441
aer',2.8332133441
aer;',2.8332133441
aesculapius,2.1400661635
aeson,2.8332133441
afar,1.4469189829
afar],2.8332133441
afeard,0.6359887667
afeard;,2.1400661635
afeared,2.8332133441
affability,2.8332133441
affable,2.8332133441
affair,1.2237754316
affaire,2.8332133441
affairs,0.4353180713
affairs:,2.8332133441
affairs;,2.1400661635
affect,0.8873031950
affect'st,2.8332133441
affect;,2.8332133441
affectation,2.8332133441
affectations,2.8332133441
affected,1.0414538748
affecting,2.8332133441
affection,0.1251631430
affection's,2.1400661635
affection:,1.7346010554
affection;,2.1400661635
affectionately,2.8332133441
affectioned,2.8332133441
affections,0.4353180713
affections:,2.8332133441
affects,1.7346010554
affiance,2.8332133441
affianced,2.8332133441
affied,2.8332133441
affined,2.8332133441
affirm,2.8332133441
affirmation,2.8332133441
affirmatives,2.8332133441
afflict,1.7346010554
afflict:,2.8332133441
afflicted,1.7346010554
affliction,1.2237754316
afflictions,2.1400661635
afford,1.4469189829
affords,2.1400661635
affright,2.8332133441
affright;,2.8332133441
affrighted,2.8332133441
affront,2.1400661635
affronted,2.8332133441
afield,2.8332133441
afire,2.8332133441
afoot,2.1400661635
afore,1.7346010554
afore't,2.8332133441
aforehand,2.8332133441
aforesaid,1.7346010554
afraid,0.7537718024
afraid:,2.8332133441
afraid;,2.8332133441
afresh,2.8332133441
afric,1.7346010554
african;,2.8332133441
after,0.0000000000
after:,1.7346010554
afternoon,0.8873031950
afternoon:,2.1400661635
afterward,0.8873031950
afterwards,1.2237754316
again,0.0000000000
again:,0.2682639866
again;,0.3483066943
against,0.0000000000
agamemnon,2.8332133441
agamemnon's,2.8332133441
agamemnon:,2.8332133441
agamemnon;,2.8332133441
agamemnon],2.8332133441
agate,2.1400661635
age,0.0000000000
age's,2.8332133441
age:,2.8332133441
age;,2.1400661635
aged,0.7537718024
agenor,2.8332133441
agent,1.4469189829
agent;,2.1400661635
ages,1.4469189829
aggravate,2.1400661635
agitation,2.8332133441
aglet,2.8332133441
ago,1.0414538748
agone,2.8332133441
agone;,2.8332133441
agony,2.1400661635
agood,2.8332133441
agree,1.4469189829
agree:,2.1400661635
agreed,1.2237754316
agreed;,2.8332133441
agreeing,2.8332133441
agreement,2.8332133441
agrees,1.7346010554
aground:,2.8332133441
ague,1.7346010554
aguecheek,2.8332133441
agueface,2.8332133441
ah,0.3483066943
aid,0.6359887667
aid;,2.8332133441
aided,2.8332133441
aiding,2.8332133441
ail,2.8332133441
ailest,2.8332133441
aim,0.6359887667
aim'd,2.1400661635
aim;,2.8332133441
aimed,2.8332133441
aiming,2.8332133441
aims,2.1400661635
aims;,2.8332133441
air,0.1941560144
air's,2.8332133441
air:,1.4469189829
air;,1.0414538748
aired,2.8332133441
airs,2.1400661635
airy,1.4469189829
ajax,2.1400661635
ajax',2.1400661635
ajax:,2.1400661635
ajax;,2.8332133441
ajax;',2.8332133441
ajax],2.8332133441
al'ce,2.8332133441
alabaster,2.8332133441
alack,0.7537718024
alacrity,2.1400661635
alarm,2.8332133441
alarum,2.8332133441
alarum],2.8332133441
alarums,2.8332133441
alarums],2.8332133441
alas,0.0606246218
albeit,0.8873031950
alcides,2.8332133441
alcides',2.8332133441
ale,1.0414538748
alehouse,1.7346010554
alehouse;,2.8332133441
alencon,2.8332133441
alencon's,2.8332133441
ales;,2.8332133441
alexander,1.7346010554
alexander;,2.8332133441
alexander],2.1400661635
alias,2.8332133441
alice,2.8332133441
alien,2.8332133441
aliena,2.8332133441
aliena;,2.8332133441
alighted,2.1400661635
alike,1.0414538748
alike:,1.7346010554
alike;,2.8332133441
alisander,2.8332133441
alit,2.8332133441
alive,0.4353180713
alive;,1.7346010554
all,0.0000000000
all's,0.7537718024
all:,0.8873031950
all;,0.3483066943
allay,1.4469189829
allaying,2.8332133441
allayment,2.8332133441
allayments,2.8332133441
allege,2.8332133441
allegiance,2.1400661635
alley,2.8332133441
alleys,2.8332133441
alliance,2.1400661635
alliance;,2.8332133441
allicholy,2.8332133441
allied,1.7346010554
allied:,2.8332133441
allies:,2.8332133441
alligant,2.8332133441
allons,2.8332133441
allot,2.8332133441
allottery,2.8332133441
allow,1.0414538748
allow'd,2.1400661635
allow'd:,2.8332133441
allow'd;,2.8332133441
allowance,2.8332133441
allowed,1.2237754316
allowing,2.8332133441
allows,2.1400661635
allure,2.1400661635
allured,2.8332133441
allurement,2.8332133441
alluring,2.8332133441
allusion,2.8332133441
allycholly:,2.8332133441
almanac,2.8332133441
almanac;,2.8332133441
almighty,2.1400661635
almond,2.8332133441
almost,0.0000000000
alms,1.0414538748
aloft,1.7346010554
alone,0.0000000000
alone:,0.8873031950
alone;,2.1400661635
along,0.2682639866
along:,2.1400661635
along;,2.1400661635
alonso,2.8332133441
aloof,1.4469189829
aloud,1.0414538748
aloud:,2.8332133441
alphabetical,2.8332133441
alphonso,2.8332133441
already,0.2682639866
already:,2.1400661635
already;,1.7346010554
also,0.8873031950
altar,1.2237754316
altar;,2.8332133441
altars,1.7346010554
alter,0.8873031950
alter'd,1.2237754316
alter'd:,2.8332133441
alter:,2.8332133441
alteration,2.8332133441
altered,2.8332133441
altered;,2.8332133441
altering,2.8332133441
alters,2.8332133441
although,0.0606246218
altogether,0.8873031950
altogether's,2.8332133441
always,0.2682639866
am,0.0000000000
am:,1.2237754316
am;,1.7346010554
amaimon,2.8332133441
amain,1.7346010554
amain:,2.8332133441
amaze,1.4469189829
amazed,0.6359887667
amazed:,2.8332133441
amazed;,1.7346010554
amazedly,2.1400661635
amazedly;,2.8332133441
amazedness,2.1400661635
amazement,1.0414538748
amazement:,2.8332133441
amazes,2.8332133441
amazon,2.8332133441
